,adsh,cik,name,sic,fye,form,period,fy,fp,fs_year,fs_quarter
5207,0001564590-18-020867,885975,CINEMARK USA INC /TX,7830.0,1231.0,10-Q,20180630,2018,Q2,,
5208,0001564590-18-020870,23194,COMSTOCK RESOURCES INC,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5209,0001564590-18-020880,864270,AMERICAN HONDA FINANCE CORP,6141.0,331.0,10-Q,20180630,2018,Q1,,
5210,0001564590-18-020889,760498,BANCFIRST CORP /OK/,6021.0,1231.0,10-Q,20180630,2018,Q2,,
5211,0001564590-18-020892,1649749,FB FINANCIAL CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5212,0001564590-18-020893,6176,AMPCO PITTSBURGH CORP,3561.0,1231.0,10-Q,20180630,2018,Q2,,
5213,0001564590-18-020895,815917,JONES FINANCIAL COMPANIES LLLP,6211.0,1231.0,10-Q,20180630,2018,Q2,,
5214,0001564590-18-020899,1138118,"CBRE GROUP, INC.",6500.0,1231.0,10-Q,20180630,2018,Q2,,
5215,0001564590-18-020911,774569,CORTLAND BANCORP INC,6035.0,1231.0,10-Q,20180630,2018,Q2,,
5216,0001564590-18-020912,1080657,"PRESIDIO PROPERTY TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5217,0001564590-18-020913,1022646,ULTRA PETROLEUM CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5218,0001564590-18-020921,1094348,MATTERSIGHT CORP,7373.0,1231.0,10-Q,20180630,2018,Q2,,
5219,0001564590-18-020931,1301236,SOTHERLY HOTELS INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5220,0001564590-18-020938,1057083,PC TEL INC,3663.0,1231.0,10-Q,20180630,2018,Q2,,
5221,0001564590-18-020940,793547,NAVIGATORS GROUP INC,6331.0,1231.0,10-Q,20180630,2018,Q2,,
5222,0001564590-18-020950,1516479,"INSYS THERAPEUTICS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5223,0001564590-18-020959,1368757,"GTJ REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5224,0001564590-18-020960,1322505,"ALBIREO PHARMA, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5225,0001564590-18-020973,1690012,"INPOINT COMMERCIAL REAL ESTATE INCOME, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5226,0001564590-18-020987,1382230,"ESSA BANCORP, INC.",6036.0,930.0,10-Q,20180630,2018,Q3,,
5227,0001564590-18-020999,1315257,KOPPERS HOLDINGS INC.,2400.0,1231.0,10-Q,20180630,2018,Q2,,
5228,0001564590-18-021008,1398659,GENPACT LTD,8742.0,1231.0,10-Q,20180630,2018,Q2,,
5229,0001564590-18-021017,1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213.0,1231.0,10-Q,20180630,2018,Q2,,
5230,0001564590-18-021018,1701108,"SPERO THERAPEUTICS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5231,0001564590-18-021020,1501134,INVITAE CORP,8071.0,1231.0,10-Q,20180630,2018,Q2,,
5232,0001564590-18-021022,1269021,PORTOLA PHARMACEUTICALS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5233,0001564590-18-021023,1690881,"ASV HOLDINGS, INC.",3531.0,1231.0,10-Q,20180630,2018,Q2,,
5234,0001564590-18-021024,1178253,SCYNEXIS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5235,0001564590-18-021026,1579214,"EMERALD EXPOSITIONS EVENTS, INC.",7389.0,1231.0,10-Q,20180630,2018,Q2,,
5236,0001564590-18-021028,1005284,UNIVERSAL DISPLAY CORP PA,3670.0,1231.0,10-Q,20180630,2018,Q2,,
5237,0001564590-18-021029,1042074,"CYMABAY THERAPEUTICS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5238,0001564590-18-021030,1272842,AIRGAIN INC,3663.0,1231.0,10-Q,20180630,2018,Q2,,
5239,0001564590-18-021031,1497253,"ORGANOVO HOLDINGS, INC.",2836.0,331.0,10-Q,20180630,2018,Q1,,
5240,0001564590-18-021034,1116463,ORASURE TECHNOLOGIES INC,3841.0,1231.0,10-Q,20180630,2018,Q2,,
5241,0001564590-18-021035,1372299,HISTOGENICS CORP,3842.0,1231.0,10-Q,20180630,2018,Q2,,
5242,0001564590-18-021036,1463361,"UNITY BIOTECHNOLOGY, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5243,0001564590-18-021037,1600125,"MERIDIAN BANCORP, INC.",6021.0,1231.0,10-Q,20180630,2018,Q2,,
5244,0001564590-18-021038,1631574,WAVE LIFE SCIENCES LTD.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5245,0001564590-18-021043,1403708,EVOKE PHARMA INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5246,0001564590-18-021046,1401667,"PUMA BIOTECHNOLOGY, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5247,0001564590-18-021049,1402436,SS&C TECHNOLOGIES HOLDINGS INC,7372.0,1231.0,10-Q,20180630,2018,Q2,,
5248,0001564590-18-021052,1645666,"KEZAR LIFE SCIENCES, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5249,0001564590-18-021055,31235,EASTMAN KODAK CO,3861.0,1231.0,10-Q,20180630,2018,Q2,,
5250,0001564590-18-021058,1711929,"STARWOOD REAL ESTATE INCOME TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5251,0001564590-18-021059,1098972,AGENUS INC,2836.0,1231.0,10-Q,20180630,2018,Q2,,
5252,0001564590-18-021062,1177648,ENANTA PHARMACEUTICALS INC,2834.0,930.0,10-Q,20180630,2018,Q3,,
5253,0001564590-18-021064,1160308,SAVARA INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5254,0001564590-18-021065,907654,"ARCA BIOPHARMA, INC.",2835.0,1231.0,10-Q,20180630,2018,Q2,,
5255,0001564590-18-021069,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",3086.0,331.0,10-Q,20180630,2018,Q1,,
5256,0001564590-18-021071,1644675,MIMECAST LTD,7372.0,331.0,10-Q,20180630,2018,Q1,,
5257,0001564590-18-021072,1408278,"SYNACOR, INC.",7370.0,1231.0,10-Q,20180630,2018,Q2,,
5258,0001564590-18-021079,1045425,RAIT FINANCIAL TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5259,0001564590-18-021081,1575793,ENERGOUS CORP,3663.0,1231.0,10-Q,20180630,2018,Q2,,
5260,0001564590-18-021082,1488613,"FOUNDATION MEDICINE, INC.",8071.0,1231.0,10-Q,20180630,2018,Q2,,
5261,0001564590-18-021089,61004,LGL GROUP INC,3679.0,1231.0,10-Q,20180630,2018,Q2,,
5262,0001564590-18-021091,1691507,"COMMUNITY FIRST BANCSHARES, INC.",6035.0,930.0,10-Q,20180630,2018,Q3,,
5263,0001564590-18-021092,1088856,CORCEPT THERAPEUTICS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5264,0001564590-18-021093,1734713,"BRIGHTVIEW HOLDINGS, INC.",700.0,930.0,10-Q,20180630,2018,Q3,,
5265,0001564590-18-021094,1431372,GASTAR EXPLORATION INC.,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5266,0001564590-18-021096,797721,VIASAT INC,3663.0,331.0,10-Q,20180630,2018,Q1,,
5267,0001564590-18-021097,1227500,EQUITY BANCSHARES INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5268,0001564590-18-021098,1701732,ALTAIR ENGINEERING INC.,7372.0,1231.0,10-Q,20180630,2018,Q2,,
5269,0001564590-18-021099,1437352,"EVERBRIDGE, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
5270,0001564590-18-021105,1671933,"TRADE DESK, INC.",7370.0,1231.0,10-Q,20180630,2018,Q2,,
5271,0001564590-18-021106,1419041,TOCAGEN INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5272,0001564590-18-021108,1648383,"CNL HEALTHCARE PROPERTIES II, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5273,0001564590-18-021111,1636651,OVID THERAPEUTICS INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5274,0001564590-18-021113,1183765,"MOLECULAR TEMPLATES, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5275,0001564590-18-021115,1413837,FIRST FOUNDATION INC.,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5276,0001564590-18-021120,1561627,EXONE CO,3555.0,1231.0,10-Q,20180630,2018,Q2,,
5277,0001564590-18-021123,1217234,"CAREDX, INC.",8071.0,1231.0,10-Q,20180630,2018,Q2,,
5278,0001564590-18-021125,1607678,"VIKING THERAPEUTICS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5279,0001564590-18-021126,1620280,UNITI GROUP INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5280,0001564590-18-021127,1287865,MEDICAL PROPERTIES TRUST INC,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5281,0001564590-18-021128,1095315,PFSWEB INC,7389.0,1231.0,10-Q,20180630,2018,Q2,,
5282,0001564590-18-021129,1720580,"RESTORBIO, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5283,0001564590-18-021143,96271,TAMPA ELECTRIC CO,4911.0,1231.0,10-Q,20180630,2018,Q2,,
5284,0001564590-18-021146,1348036,AVALARA INC,7372.0,1231.0,10-Q,20180630,2018,Q2,,
5285,0001564590-18-021183,1035354,"ELOXX PHARMACEUTICALS, INC.",8731.0,1231.0,10-Q,20180630,2018,Q2,,
5286,0001564590-18-021197,1305253,"EIGER BIOPHARMACEUTICALS, INC.",2836.0,1231.0,10-Q,20180630,2018,Q2,,
5287,0001564590-18-021202,1499453,"SPIRIT OF TEXAS BANCSHARES, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5288,0001564590-18-021208,1424182,"BROADSTONE NET LEASE, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5289,0001564590-18-021220,1617227,"J. ALEXANDER'S HOLDINGS, INC.",5812.0,1231.0,10-Q,20180630,2018,Q2,,
5290,0001564590-18-021224,1704711,"FUNKO, INC.",3944.0,1231.0,10-Q,20180630,2018,Q2,,
5291,0001564590-18-021231,1353282,MANAGED FUTURES PREMIER WARRINGTON L.P.,6221.0,1231.0,10-Q,20180630,2018,Q2,,
5292,0001564590-18-021248,1609065,"PATHFINDER BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5293,0001564590-18-021252,1083643,"FAUQUIER BANKSHARES, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5294,0001564590-18-021253,1324272,"RUTHS HOSPITALITY GROUP, INC.",5812.0,1231.0,10-Q,20180630,2018,Q2,,
5295,0001564590-18-021273,1096934,"ENTERPRISE DIVERSIFIED, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
5296,0001564590-18-021278,1619739,HESS MIDSTREAM PARTNERS LP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5297,0001564590-18-021280,1142412,MISSION BROADCASTING INC,4833.0,1231.0,10-Q,20180630,2018,Q2,,
5298,0001564590-18-021283,1735184,RETAIL VALUE INC.,6500.0,1231.0,10-Q,20180630,2018,Q2,,
5299,0001564590-18-021285,882508,QUICKLOGIC CORPORATION,3674.0,1231.0,10-Q,20180630,2018,Q2,,
5300,0001564590-18-021287,1591096,PRESBIA PLC,3841.0,1231.0,10-Q,20180630,2018,Q2,,
5301,0001564590-18-021290,1428439,"ROKU, INC",4841.0,1231.0,10-Q,20180630,2018,Q2,,
5302,0001564590-18-021309,1680232,"STRATEGIC STORAGE TRUST IV, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5303,0001564590-18-021320,1036044,"IDENTIV, INC.",3577.0,1231.0,10-Q,20180630,2018,Q2,,
5304,0001564590-18-021331,1575428,"STRATEGIC STORAGE GROWTH TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5305,0001564590-18-021341,1703489,PDL COMMUNITY BANCORP,6035.0,1231.0,10-Q,20180630,2018,Q2,,
5306,0001564590-18-021345,1674930,"FULGENT GENETICS, INC.",8071.0,1231.0,10-Q,20180630,2018,Q2,,
5307,0001564590-18-021354,1527383,BANKGUAM HOLDING CO,6029.0,1231.0,10-Q,20180630,2018,Q2,,
5308,0001564590-18-021355,88000,SCOTTS LIQUID GOLD INC,2844.0,1231.0,10-Q,20180630,2018,Q2,,
5309,0001564590-18-021356,1702750,"BYLINE BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5310,0001564590-18-021369,1316898,"JAMBA, INC.",5810.0,1231.0,10-Q,20180630,2018,Q2,,
5311,0001564590-18-021372,1501697,"ARSANIS, INC.",2836.0,1231.0,10-Q,20180630,2018,Q2,,
5312,0001564590-18-021432,1496454,"CNL HEALTHCARE PROPERTIES, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5313,0001564590-18-021455,1722010,OP BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5314,0001564590-18-021456,1661998,"HOMOLOGY MEDICINES, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5315,0001564590-18-021463,1069308,ACER THERAPEUTICS INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5316,0001564590-18-021465,1667633,"FORTY SEVEN, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5317,0001564590-18-021470,1645460,"CUE BIOPHARMA, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5318,0001564590-18-021471,1054721,BSQUARE CORP /WA,7389.0,1231.0,10-Q,20180630,2018,Q2,,
5319,0001564590-18-021472,1614184,CADENCE BANCORPORATION,6021.0,1231.0,10-Q,20180630,2018,Q2,,
5320,0001564590-18-021477,1585389,"STRATEGIC STORAGE TRUST II, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5321,0001564590-18-021482,811240,"BIOLASE, INC",3843.0,1231.0,10-Q,20180630,2018,Q2,,
5322,0001564590-18-021485,1532286,"NINE ENERGY SERVICE, INC.",1389.0,1231.0,10-Q,20180630,2018,Q2,,
5323,0001564590-18-021487,1401914,"DARE BIOSCIENCE, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5324,0001564590-18-021489,1666244,"RODIN GLOBAL PROPERTY TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5326,0001564590-18-021496,98222,TIDEWATER INC,4400.0,1231.0,10-Q,20180630,2018,Q2,,
5327,0001564590-18-021513,1664780,"RODIN INCOME TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5328,0001564590-18-021520,13156,"GALAXY GAMING, INC.",7900.0,1231.0,10-Q,20180630,2018,Q2,,
5329,0001564590-18-021523,1346980,"CHAPARRAL ENERGY, INC.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
5330,0001564590-18-021536,1274032,"COOL HOLDINGS, INC.",5065.0,1231.0,10-Q,20180630,2018,Q2,,
5331,0001564590-18-021566,1205922,"VACCINEX, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5332,0001564590-18-021570,1718108,"SURFACE ONCOLOGY, INC.",2836.0,1231.0,10-Q,20180630,2018,Q2,,
5333,0001564590-18-021575,1659323,ITERUM THERAPEUTICS PLC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5334,0001564590-18-021579,1300699,"ATHENEX, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5335,0001564590-18-021584,1604950,SCPHARMACEUTICALS INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5336,0001564590-18-021617,1499422,RBB BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5337,0001564590-18-021631,1034594,BAY BANKS OF VIRGINIA INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5338,0001564590-18-021632,1422142,"AERPIO PHARMACEUTICALS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5339,0001564590-18-021637,845091,TRANSAMERICA ADVISORS LIFE INSURANCE CO,6311.0,1231.0,10-Q,20180630,2018,Q2,,
5340,0001564590-18-021640,1556898,"TECHPOINT, INC.",3674.0,1231.0,10-Q,20180630,2018,Q2,,
5341,0001564590-18-021667,1698538,"STRATEGIC STUDENT & SENIOR HOUSING TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5342,0001564590-18-021669,927720,SPANISH BROADCASTING SYSTEM INC,4832.0,1231.0,10-Q,20180630,2018,Q2,,
5343,0001564590-18-021675,1420031,"EMMAUS LIFE SCIENCES, INC.",6770.0,1231.0,10-Q,20180630,2018,Q2,,
5344,0001564590-18-021677,1711799,"NUVEEN GLOBAL CITIES REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5345,0001564590-18-021691,32621,EMERSON RADIO CORP,3651.0,331.0,10-Q,20180630,2018,Q1,,
5346,0001564590-18-021693,1031235,"GLOBAL SELF STORAGE, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5347,0001564590-18-021695,1044378,BIOCEPT INC,8071.0,1231.0,10-Q,20180630,2018,Q2,,
5348,0001564590-18-021696,1442236,QUEST RESOURCE HOLDING CORP,7359.0,1231.0,10-Q,20180630,2018,Q2,,
5349,0001564590-18-021700,1703497,"YOGAWORKS, INC.",7200.0,1231.0,10-Q,20180630,2018,Q2,,
5350,0001564590-18-021702,1227636,"NEURONETICS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
5351,0001564590-18-021704,1499717,"STAFFING 360 SOLUTIONS, INC.",7363.0,1231.0,10-Q,20180630,2018,Q2,,
5352,0001564590-18-021710,1004724,"REGIONAL HEALTH PROPERTIES, INC",8051.0,1231.0,10-Q,20180630,2018,Q2,,
5353,0001564590-18-021712,1438731,ALJ REGIONAL HOLDINGS INC,7389.0,930.0,10-Q,20180630,2018,Q3,,
5354,0001564590-18-021715,1339970,ATYR PHARMA INC,2836.0,1231.0,10-Q,20180630,2018,Q2,,
5355,0001564590-18-021717,1560258,"ELECTROCORE, INC.",3845.0,1231.0,10-Q,20180630,2018,Q2,,
5356,0001564590-18-021720,1395317,DJO FINANCE LLC,3842.0,1231.0,10-Q,20180630,2018,Q2,,
5357,0001564590-18-021725,1690680,"NEWMARK GROUP, INC.",6531.0,1231.0,10-Q,20180630,2018,Q2,,
5358,0001564590-18-021727,1698990,MAGNOLIA OIL & GAS CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5359,0001564590-18-021728,1448038,REDWOOD MORTGAGE INVESTORS IX,6500.0,1231.0,10-Q,20180630,2018,Q2,,
5360,0001564590-18-021730,889123,REDWOOD MORTGAGE INVESTORS VIII,6500.0,1231.0,10-Q,20180630,2018,Q2,,
5361,0001564590-18-021732,1043186,AMERICAN ELECTRIC TECHNOLOGIES INC,3620.0,1231.0,10-Q,20180630,2018,Q2,,
5362,0001564590-18-021733,1640384,"LM FUNDING AMERICA, INC.",6199.0,1231.0,10-Q,20180630,2018,Q2,,
5363,0001564590-18-021735,1095981,"CYTORI THERAPEUTICS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
5364,0001564590-18-021736,1333835,CASA SYSTEMS INC,3663.0,1231.0,10-Q,20180630,2018,Q2,,
5365,0001564590-18-021739,872912,"DELCATH SYSTEMS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
5366,0001564590-18-021742,1707178,COREPOINT LODGING INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5367,0001564590-18-021749,1595248,"GENPREX, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5368,0001564590-18-021752,1245791,"GI DYNAMICS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
5369,0001564590-18-021755,1722287,COVIA HOLDINGS CORP,1400.0,1231.0,10-Q,20180630,2018,Q2,,
5370,0001564590-18-021758,1662972,"BLACKSTONE REAL ESTATE INCOME TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5371,0001564590-18-021759,1355790,INTERNATIONAL STEM CELL CORP,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5374,0001564590-18-021914,877422,SPARTANNASH CO,5141.0,1231.0,10-Q,20180630,2018,Q2,,
5375,0001564590-18-021953,1623595,"ATLAS ENERGY GROUP, LLC",1311.0,1231.0,10-Q,20180630,2018,Q2,,
5376,0001564590-18-021954,1572702,"ATLAS GROWTH PARTNERS, L.P.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
5377,0001564590-18-022016,1270200,VIASPACE INC.,7330.0,1231.0,10-Q,20180630,2018,Q2,,
5379,0001564590-18-022058,319016,"FUSE MEDICAL, INC.",5047.0,1231.0,10-Q,20180630,2018,Q2,,
5381,0001564590-18-022123,1002047,"NETAPP, INC.",3572.0,430.0,10-Q,20180731,2019,Q1,,
5384,0001564590-18-022300,1737204,"RIVIERA RESOURCES, INC.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
5388,0001564590-18-022391,1051251,J CREW GROUP INC,5600.0,131.0,10-Q,20180731,2018,Q2,,
5391,0001564590-18-022441,72573,MOVADO GROUP INC,3873.0,131.0,10-Q,20180731,2018,Q2,,
5393,0001564590-18-022459,1564824,ALLAKOS INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5395,0001564590-18-022504,1658247,"CRINETICS PHARMACEUTICALS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5396,0001564590-18-022505,1092796,AMERICAN OUTDOOR BRANDS CORP,3480.0,430.0,10-Q,20180731,2019,Q1,,
5397,0001564590-18-022506,1579298,"BURLINGTON STORES, INC.",5311.0,131.0,10-Q,20180731,2018,Q2,,
5398,0001564590-18-022507,813298,"DESTINATION XL GROUP, INC.",5651.0,131.0,10-Q,20180731,2018,Q2,,
5399,0001564590-18-022508,919012,AMERICAN EAGLE OUTFITTERS INC,5651.0,131.0,10-Q,20180731,2018,Q2,,
5401,0001564590-18-022536,1437958,COASTAL FINANCIAL CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5402,0001564590-18-022603,72331,NORDSON CORP,3569.0,1031.0,10-Q,20180731,2018,Q3,,
5403,0001564590-18-022623,1528849,RH,5712.0,131.0,10-Q,20180731,2018,Q2,,
5404,0001564590-18-022674,1687221,"REV GROUP, INC.",3711.0,1031.0,10-Q,20180731,2018,Q3,,
5405,0001564590-18-022707,886128,FUELCELL ENERGY INC,3690.0,1031.0,10-Q,20180731,2018,Q3,,
5406,0001564590-18-022753,1723866,"SELECT INTERIOR CONCEPTS, INC.",1520.0,1231.0,10-Q,20180630,2018,Q2,,
5407,0001564590-18-022767,1393052,VEEVA SYSTEMS INC,7372.0,131.0,10-Q,20180731,2018,Q2,,
5408,0001564590-18-022771,1327688,OOMA INC,7374.0,131.0,10-Q,20180731,2018,Q2,,
5409,0001564590-18-022775,1385867,COUPA SOFTWARE INC,7372.0,131.0,10-Q,20180731,2018,Q2,,
5410,0001564590-18-022808,1280263,AMBARELLA INC,3674.0,131.0,10-Q,20180731,2018,Q2,,
5411,0001564590-18-022819,885639,KOHLS CORP,5311.0,131.0,10-Q,20180731,2018,Q2,,
5412,0001564590-18-022821,1372612,BOX INC,7372.0,131.0,10-Q,20180731,2018,Q2,,
5413,0001564590-18-022845,896985,DESTINATION MATERNITY CORP,5621.0,131.0,10-Q,20180731,2018,Q2,,
5414,0001564590-18-022869,1318008,ZUMIEZ INC,5600.0,131.0,10-Q,20180731,2018,Q2,,
5415,0001564590-18-022875,912615,URBAN OUTFITTERS INC,5651.0,131.0,10-Q,20180731,2018,Q2,,
5416,0001564590-18-022885,1019671,SEACHANGE INTERNATIONAL INC,3663.0,131.0,10-Q,20180731,2018,Q2,,
5420,0001564590-18-023035,1114995,IMPINJ INC,3679.0,1231.0,10-Q,20180630,2018,Q2,,
5423,0001564590-18-023105,844161,CHEROKEE INC,2330.0,131.0,10-Q,20180731,2018,Q2,,
5424,0001564590-18-023111,1579157,VINCE HOLDING CORP.,5600.0,131.0,10-Q,20180731,2018,Q2,,
5426,0001564590-18-023147,1348911,"KALVISTA PHARMACEUTICALS, INC.",2834.0,430.0,10-Q,20180731,2019,Q1,,
5427,0001564590-18-023207,1048911,FEDEX CORP,4513.0,531.0,10-Q,20180831,2019,Q1,,
5428,0001564590-18-023274,1687932,"J.JILL, INC.",2330.0,131.0,10-Q,20180731,2018,Q2,,
5429,0001564590-18-023315,1341439,ORACLE CORP,7372.0,531.0,10-Q,20180831,2019,Q1,,
5432,0001564590-18-023653,730255,CALAMP CORP.,3663.0,228.0,10-Q,20180831,2019,Q2,,
5434,0001564618-18-000085,1564618,"INDEPENDENT BANK GROUP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5435,0001564822-18-000044,1564822,PINNACLE FOODS INC.,2000.0,1231.0,10-Q,20180630,2018,Q2,,
5436,0001566011-18-000014,1566011,PBF HOLDING CO LLC,2911.0,1231.0,10-Q,20180630,2018,Q2,,
5437,0001566469-18-000017,1566469,"NANTHEALTH, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
5438,0001566912-18-000049,1566912,"GRIFFIN-AMERICAN HEALTHCARE REIT III, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5439,0001567619-18-000021,1642122,"ASSOCIATED CAPITAL GROUP, INC.",6211.0,1231.0,10-Q,20180630,2018,Q2,,
5440,0001567619-18-000060,357301,TRUSTCO BANK CORP N Y,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5441,0001567619-18-000110,1571776,CHERRY HILL MORTGAGE INVESTMENT CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5442,0001567683-18-000028,1567683,"NRG YIELD, INC.",4911.0,1231.0,10-Q,20180630,2018,Q2,,
5443,0001567892-18-000037,1567892,MALLINCKRODT PLC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5444,0001567925-18-000079,1567925,"CARTER VALIDUS MISSION CRITICAL REIT II, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5445,0001568162-18-000016,1568162,"AMERICAN FINANCE TRUST, INC",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5446,0001569187-18-000026,1569187,"ARMADA HOFFLER PROPERTIES, INC.",6500.0,1231.0,10-Q,20180630,2018,Q2,,
5447,0001569994-18-000040,1569994,"WATERSTONE FINANCIAL, INC.",6035.0,1231.0,10-Q,20180630,2018,Q2,,
5448,0001570562-18-000100,1570562,"EVOLUS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5449,0001570585-18-000300,1570585,LIBERTY GLOBAL PLC,4841.0,1231.0,10-Q,20180630,2018,Q2,,
5450,0001571049-18-000438,1649989,"ONCOBIOLOGICS, INC.",2836.0,930.0,10-Q,20180630,2018,Q3,,
5451,0001571123-18-000039,1571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,7373.0,131.0,10-Q,20180731,2018,Q2,,
5452,0001571283-18-000045,1571283,"REXFORD INDUSTRIAL REALTY, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5453,0001571949-18-000011,1571949,"INTERCONTINENTAL EXCHANGE, INC.",6200.0,1231.0,10-Q,20180630,2018,Q2,,
5455,0001571996-18-000034,1571996,DELL TECHNOLOGIES INC,3571.0,131.0,10-Q,20180731,2018,Q2,,
5456,0001572758-18-000039,1572758,"COLE OFFICE & INDUSTRIAL REIT (CCIT II), INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5457,0001572910-18-000035,1572910,PHILLIPS 66 PARTNERS LP,4610.0,1231.0,10-Q,20180630,2018,Q2,,
5458,0001573516-18-000041,1573516,MURPHY USA INC.,5500.0,1231.0,10-Q,20180630,2018,Q2,,
